review_id,review_type,sample_id,split,image_path,original_image,diagnosis_source,rule_color_cast,human_color_cast,rule_low_light,human_low_light,rule_low_contrast,human_low_contrast,rule_blur,human_blur,rule_haze,human_haze,rule_strategy,human_strategy,rule_confidence,rule_degradations,rule_severities,candidate_a_method,candidate_a_image,candidate_b_method,candidate_b_image,human_degradation_labels,human_severities,human_preferred_strategy,human_preference,human_tie,reviewer,reviewed_at,review_status,comments,review_notes
preference_0001,preference,sample_0005,val,data/processed/uieb/raw/sample_0005.jpg,data/processed/uieb/raw/sample_0005.jpg,rule_based,,,,,,,,,,,,,,,,gamma_1.2,data/candidates/uieb/sample_0005/gamma_1.2.jpg,retinex,data/candidates/uieb/sample_0005/retinex.jpg,,,,,,,,pending,,
preference_0002,preference,sample_0005,val,data/processed/uieb/raw/sample_0005.jpg,data/processed/uieb/raw/sample_0005.jpg,rule_based,,,,,,,,,,,,,,,,retinex,data/candidates/uieb/sample_0005/retinex.jpg,wb_clahe,data/candidates/uieb/sample_0005/wb_clahe.jpg,,,,,,,,pending,,
preference_0003,preference,sample_0003,train,data/processed/uieb/raw/sample_0003.jpg,data/processed/uieb/raw/sample_0003.jpg,rule_based,,,,,,,,,,,,,,,,gamma_0.6,data/candidates/uieb/sample_0003/gamma_0.6.jpg,retinex,data/candidates/uieb/sample_0003/retinex.jpg,,,,,,,,pending,,
preference_0004,preference,sample_0006,test,data/processed/uieb/raw/sample_0006.jpg,data/processed/uieb/raw/sample_0006.jpg,rule_based,,,,,,,,,,,,,,,,color_balance,data/candidates/uieb/sample_0006/color_balance.jpg,gamma_0.6,data/candidates/uieb/sample_0006/gamma_0.6.jpg,,,,,,,,pending,,
preference_0005,preference,sample_0007,train,data/processed/uieb/raw/sample_0007.jpg,data/processed/uieb/raw/sample_0007.jpg,rule_based,,,,,,,,,,,,,,,,gamma_0.8,data/candidates/uieb/sample_0007/gamma_0.8.jpg,gray_world,data/candidates/uieb/sample_0007/gray_world.jpg,,,,,,,,pending,,
preference_0006,preference,sample_0008,train,data/processed/uieb/raw/sample_0008.jpg,data/processed/uieb/raw/sample_0008.jpg,rule_based,,,,,,,,,,,,,,,,clahe,data/candidates/uieb/sample_0008/clahe.jpg,gamma_0.6,data/candidates/uieb/sample_0008/gamma_0.6.jpg,,,,,,,,pending,,
preference_0007,preference,sample_0009,train,data/processed/uieb/raw/sample_0009.jpg,data/processed/uieb/raw/sample_0009.jpg,rule_based,,,,,,,,,,,,,,,,gamma_0.8,data/candidates/uieb/sample_0009/gamma_0.8.jpg,white_patch,data/candidates/uieb/sample_0009/white_patch.jpg,,,,,,,,pending,,
preference_0008,preference,sample_0002,test,data/processed/uieb/raw/sample_0002.jpg,data/processed/uieb/raw/sample_0002.jpg,rule_based,,,,,,,,,,,,,,,,gamma_0.6,data/candidates/uieb/sample_0002/gamma_0.6.jpg,gray_world,data/candidates/uieb/sample_0002/gray_world.jpg,,,,,,,,pending,,
preference_0009,preference,sample_0010,train,data/processed/uieb/raw/sample_0010.jpg,data/processed/uieb/raw/sample_0010.jpg,rule_based,,,,,,,,,,,,,,,,clahe,data/candidates/uieb/sample_0010/clahe.jpg,gray_world,data/candidates/uieb/sample_0010/gray_world.jpg,,,,,,,,pending,,
preference_0010,preference,sample_0004,train,data/processed/uieb/raw/sample_0004.jpg,data/processed/uieb/raw/sample_0004.jpg,rule_based,,,,,,,,,,,,,,,,clahe,data/candidates/uieb/sample_0004/clahe.jpg,gamma_0.6,data/candidates/uieb/sample_0004/gamma_0.6.jpg,,,,,,,,pending,,
preference_0011,preference,sample_0003,train,data/processed/uieb/raw/sample_0003.jpg,data/processed/uieb/raw/sample_0003.jpg,rule_based,,,,,,,,,,,,,,,,gamma_0.6,data/candidates/uieb/sample_0003/gamma_0.6.jpg,gray_world,data/candidates/uieb/sample_0003/gray_world.jpg,,,,,,,,pending,,
preference_0012,preference,sample_0005,val,data/processed/uieb/raw/sample_0005.jpg,data/processed/uieb/raw/sample_0005.jpg,rule_based,,,,,,,,,,,,,,,,color_balance,data/candidates/uieb/sample_0005/color_balance.jpg,retinex,data/candidates/uieb/sample_0005/retinex.jpg,,,,,,,,pending,,
preference_0013,preference,sample_0003,train,data/processed/uieb/raw/sample_0003.jpg,data/processed/uieb/raw/sample_0003.jpg,rule_based,,,,,,,,,,,,,,,,gamma_1.2,data/candidates/uieb/sample_0003/gamma_1.2.jpg,retinex,data/candidates/uieb/sample_0003/retinex.jpg,,,,,,,,pending,,
preference_0014,preference,sample_0002,test,data/processed/uieb/raw/sample_0002.jpg,data/processed/uieb/raw/sample_0002.jpg,rule_based,,,,,,,,,,,,,,,,gray_world,data/candidates/uieb/sample_0002/gray_world.jpg,retinex,data/candidates/uieb/sample_0002/retinex.jpg,,,,,,,,pending,,
preference_0015,preference,sample_0007,train,data/processed/uieb/raw/sample_0007.jpg,data/processed/uieb/raw/sample_0007.jpg,rule_based,,,,,,,,,,,,,,,,color_balance,data/candidates/uieb/sample_0007/color_balance.jpg,gray_world,data/candidates/uieb/sample_0007/gray_world.jpg,,,,,,,,pending,,
preference_0016,preference,sample_0006,test,data/processed/uieb/raw/sample_0006.jpg,data/processed/uieb/raw/sample_0006.jpg,rule_based,,,,,,,,,,,,,,,,clahe,data/candidates/uieb/sample_0006/clahe.jpg,white_patch,data/candidates/uieb/sample_0006/white_patch.jpg,,,,,,,,pending,,
preference_0017,preference,sample_0007,train,data/processed/uieb/raw/sample_0007.jpg,data/processed/uieb/raw/sample_0007.jpg,rule_based,,,,,,,,,,,,,,,,clahe,data/candidates/uieb/sample_0007/clahe.jpg,wb_clahe,data/candidates/uieb/sample_0007/wb_clahe.jpg,,,,,,,,pending,,
preference_0018,preference,sample_0003,train,data/processed/uieb/raw/sample_0003.jpg,data/processed/uieb/raw/sample_0003.jpg,rule_based,,,,,,,,,,,,,,,,gray_world,data/candidates/uieb/sample_0003/gray_world.jpg,wb_clahe,data/candidates/uieb/sample_0003/wb_clahe.jpg,,,,,,,,pending,,
preference_0019,preference,sample_0009,train,data/processed/uieb/raw/sample_0009.jpg,data/processed/uieb/raw/sample_0009.jpg,rule_based,,,,,,,,,,,,,,,,retinex,data/candidates/uieb/sample_0009/retinex.jpg,white_patch,data/candidates/uieb/sample_0009/white_patch.jpg,,,,,,,,pending,,
preference_0020,preference,sample_0003,train,data/processed/uieb/raw/sample_0003.jpg,data/processed/uieb/raw/sample_0003.jpg,rule_based,,,,,,,,,,,,,,,,gamma_1.2,data/candidates/uieb/sample_0003/gamma_1.2.jpg,wb_clahe,data/candidates/uieb/sample_0003/wb_clahe.jpg,,,,,,,,pending,,
