review_id,review_type,sample_id,split,image_path,original_image,diagnosis_source,rule_color_cast,human_color_cast,rule_low_light,human_low_light,rule_low_contrast,human_low_contrast,rule_blur,human_blur,rule_haze,human_haze,rule_strategy,human_strategy,rule_confidence,rule_degradations,rule_severities,candidate_a_method,candidate_a_image,candidate_b_method,candidate_b_image,human_degradation_labels,human_severities,human_preferred_strategy,human_preference,human_tie,reviewer,reviewed_at,review_status,comments,review_notes
diagnosis_0011,diagnosis,sample_0011,test,data/processed/uieb/raw/sample_0011.jpg,data/processed/uieb/raw/sample_0011.jpg,rule_based,1,,0,,2,,2,,2,,"[{""operation"": ""red_channel_compensation"", ""parameters"": {}, ""reason"": ""blue_green_color_cast"", ""severity"": 1, ""step"": 1, ""triggered_by"": [""blue_green_color_cast""]}, {""operation"": ""white_balance"", ""parameters"": {}, ""reason"": ""blue_green_color_cast"", ""severity"": 1, ""step"": 2, ""triggered_by"": [""blue_green_color_cast""]}, {""operation"": ""retinex"", ""parameters"": {}, ""reason"": ""possible_haze"", ""severity"": 2, ""step"": 3, ""triggered_by"": [""possible_haze""]}, {""operation"": ""clahe"", ""parameters"": {""clip_limit"": 2.0}, ""reason"": ""low_contrast, possible_haze"", ""severity"": 2, ""step"": 4, ""triggered_by"": [""low_contrast"", ""possible_haze""]}, {""operation"": ""mild_sharpening"", ""parameters"": {""amount"": 0.35}, ""reason"": ""blur"", ""severity"": 2, ""step"": 5, ""triggered_by"": [""blur""]}]",,0.9173076923076924,"[""blue_green_color_cast"", ""blur"", ""low_contrast"", ""possible_haze""]","{""blue_green_color_cast"": 1, ""blur"": 2, ""low_contrast"": 2, ""possible_haze"": 2}",,,,,,,,,,,,pending,,
diagnosis_0012,diagnosis,sample_0012,train,data/processed/uieb/raw/sample_0012.jpg,data/processed/uieb/raw/sample_0012.jpg,rule_based,3,,0,,3,,3,,2,,"[{""operation"": ""red_channel_compensation"", ""parameters"": {}, ""reason"": ""blue_green_color_cast"", ""severity"": 3, ""step"": 1, ""triggered_by"": [""blue_green_color_cast""]}, {""operation"": ""white_balance"", ""parameters"": {}, ""reason"": ""blue_green_color_cast"", ""severity"": 3, ""step"": 2, ""triggered_by"": [""blue_green_color_cast""]}, {""operation"": ""retinex"", ""parameters"": {}, ""reason"": ""possible_haze"", ""severity"": 2, ""step"": 3, ""triggered_by"": [""possible_haze""]}, {""operation"": ""clahe"", ""parameters"": {""clip_limit"": 2.5}, ""reason"": ""low_contrast, possible_haze"", ""severity"": 3, ""step"": 4, ""triggered_by"": [""low_contrast"", ""possible_haze""]}, {""operation"": ""mild_sharpening"", ""parameters"": {""amount"": 0.5}, ""reason"": ""blur, possible_detail_loss"", ""severity"": 3, ""step"": 5, ""triggered_by"": [""blur"", ""possible_detail_loss""]}]",,0.9800000000000001,"[""blue_green_color_cast"", ""blur"", ""low_contrast"", ""possible_detail_loss"", ""possible_haze""]","{""blue_green_color_cast"": 3, ""blur"": 3, ""low_contrast"": 3, ""possible_detail_loss"": 2, ""possible_haze"": 2}",,,,,,,,,,,,pending,,
diagnosis_0013,diagnosis,sample_0013,train,data/processed/uieb/raw/sample_0013.jpg,data/processed/uieb/raw/sample_0013.jpg,rule_based,3,,0,,2,,0,,2,,"[{""operation"": ""red_channel_compensation"", ""parameters"": {}, ""reason"": ""blue_green_color_cast"", ""severity"": 3, ""step"": 1, ""triggered_by"": [""blue_green_color_cast""]}, {""operation"": ""white_balance"", ""parameters"": {}, ""reason"": ""blue_green_color_cast"", ""severity"": 3, ""step"": 2, ""triggered_by"": [""blue_green_color_cast""]}, {""operation"": ""saturation_reduction"", ""parameters"": {""scale"": 0.7}, ""reason"": ""over_saturation"", ""severity"": 3, ""step"": 3, ""triggered_by"": [""over_saturation""]}, {""operation"": ""clahe"", ""parameters"": {""clip_limit"": 2.0}, ""reason"": ""low_contrast, possible_haze"", ""severity"": 2, ""step"": 4, ""triggered_by"": [""low_contrast"", ""possible_haze""]}]",,0.9548076923076924,"[""blue_green_color_cast"", ""low_contrast"", ""over_saturation"", ""possible_haze""]","{""blue_green_color_cast"": 3, ""low_contrast"": 2, ""over_saturation"": 3, ""possible_haze"": 2}",,,,,,,,,,,,pending,,
diagnosis_0014,diagnosis,sample_0014,val,data/processed/uieb/raw/sample_0014.jpg,data/processed/uieb/raw/sample_0014.jpg,rule_based,3,,0,,2,,2,,2,,"[{""operation"": ""red_channel_compensation"", ""parameters"": {}, ""reason"": ""blue_green_color_cast"", ""severity"": 3, ""step"": 1, ""triggered_by"": [""blue_green_color_cast""]}, {""operation"": ""white_balance"", ""parameters"": {}, ""reason"": ""blue_green_color_cast"", ""severity"": 3, ""step"": 2, ""triggered_by"": [""blue_green_color_cast""]}, {""operation"": ""saturation_reduction"", ""parameters"": {""scale"": 0.7}, ""reason"": ""over_saturation"", ""severity"": 3, ""step"": 3, ""triggered_by"": [""over_saturation""]}, {""operation"": ""clahe"", ""parameters"": {""clip_limit"": 2.0}, ""reason"": ""low_contrast, possible_haze"", ""severity"": 2, ""step"": 4, ""triggered_by"": [""low_contrast"", ""possible_haze""]}, {""operation"": ""mild_sharpening"", ""parameters"": {""amount"": 0.35}, ""reason"": ""blur, possible_detail_loss"", ""severity"": 2, ""step"": 5, ""triggered_by"": [""blur"", ""possible_detail_loss""]}]",,0.9464285714285715,"[""blue_green_color_cast"", ""blur"", ""low_contrast"", ""over_saturation"", ""possible_detail_loss"", ""possible_haze""]","{""blue_green_color_cast"": 3, ""blur"": 2, ""low_contrast"": 2, ""over_saturation"": 3, ""possible_detail_loss"": 1, ""possible_haze"": 2}",,,,,,,,,,,,pending,,
diagnosis_0015,diagnosis,sample_0015,train,data/processed/uieb/raw/sample_0015.jpg,data/processed/uieb/raw/sample_0015.jpg,rule_based,0,,1,,1,,0,,2,,"[{""operation"": ""gamma_correction"", ""parameters"": {""gamma"": 0.85}, ""reason"": ""low_light"", ""severity"": 1, ""step"": 1, ""triggered_by"": [""low_light""]}, {""operation"": ""retinex"", ""parameters"": {}, ""reason"": ""low_light, possible_haze"", ""severity"": 2, ""step"": 2, ""triggered_by"": [""low_light"", ""possible_haze""]}, {""operation"": ""clahe"", ""parameters"": {""clip_limit"": 2.0}, ""reason"": ""low_contrast, possible_haze"", ""severity"": 2, ""step"": 3, ""triggered_by"": [""low_contrast"", ""possible_haze""]}]",,0.838573021181717,"[""low_contrast"", ""low_light"", ""possible_haze""]","{""low_contrast"": 1, ""low_light"": 1, ""possible_haze"": 2}",,,,,,,,,,,,pending,,
diagnosis_0016,diagnosis,sample_0016,test,data/processed/uieb/raw/sample_0016.jpg,data/processed/uieb/raw/sample_0016.jpg,rule_based,2,,1,,1,,0,,2,,"[{""operation"": ""red_channel_compensation"", ""parameters"": {}, ""reason"": ""blue_green_color_cast"", ""severity"": 2, ""step"": 1, ""triggered_by"": [""blue_green_color_cast""]}, {""operation"": ""white_balance"", ""parameters"": {}, ""reason"": ""blue_green_color_cast"", ""severity"": 2, ""step"": 2, ""triggered_by"": [""blue_green_color_cast""]}, {""operation"": ""gamma_correction"", ""parameters"": {""gamma"": 0.85}, ""reason"": ""low_light"", ""severity"": 1, ""step"": 3, ""triggered_by"": [""low_light""]}, {""operation"": ""retinex"", ""parameters"": {}, ""reason"": ""low_light, possible_haze"", ""severity"": 2, ""step"": 4, ""triggered_by"": [""low_light"", ""possible_haze""]}, {""operation"": ""clahe"", ""parameters"": {""clip_limit"": 2.0}, ""reason"": ""low_contrast, possible_haze"", ""severity"": 2, ""step"": 5, ""triggered_by"": [""low_contrast"", ""possible_haze""]}]",,0.8990384615384617,"[""blue_green_color_cast"", ""low_contrast"", ""low_light"", ""possible_haze""]","{""blue_green_color_cast"": 2, ""low_contrast"": 1, ""low_light"": 1, ""possible_haze"": 2}",,,,,,,,,,,,pending,,
diagnosis_0017,diagnosis,sample_0017,train,data/processed/uieb/raw/sample_0017.jpg,data/processed/uieb/raw/sample_0017.jpg,rule_based,3,,0,,1,,2,,2,,"[{""operation"": ""red_channel_compensation"", ""parameters"": {}, ""reason"": ""blue_green_color_cast"", ""severity"": 3, ""step"": 1, ""triggered_by"": [""blue_green_color_cast""]}, {""operation"": ""white_balance"", ""parameters"": {}, ""reason"": ""blue_green_color_cast"", ""severity"": 3, ""step"": 2, ""triggered_by"": [""blue_green_color_cast""]}, {""operation"": ""saturation_reduction"", ""parameters"": {""scale"": 0.7}, ""reason"": ""over_saturation"", ""severity"": 3, ""step"": 3, ""triggered_by"": [""over_saturation""]}, {""operation"": ""clahe"", ""parameters"": {""clip_limit"": 2.0}, ""reason"": ""low_contrast, possible_haze"", ""severity"": 2, ""step"": 4, ""triggered_by"": [""low_contrast"", ""possible_haze""]}, {""operation"": ""mild_sharpening"", ""parameters"": {""amount"": 0.35}, ""reason"": ""blur, possible_detail_loss"", ""severity"": 2, ""step"": 5, ""triggered_by"": [""blur"", ""possible_detail_loss""]}]",,0.9392857142857144,"[""blue_green_color_cast"", ""blur"", ""low_contrast"", ""over_saturation"", ""possible_detail_loss"", ""possible_haze""]","{""blue_green_color_cast"": 3, ""blur"": 2, ""low_contrast"": 1, ""over_saturation"": 3, ""possible_detail_loss"": 2, ""possible_haze"": 2}",,,,,,,,,,,,pending,,
diagnosis_0018,diagnosis,sample_0018,train,data/processed/uieb/raw/sample_0018.jpg,data/processed/uieb/raw/sample_0018.jpg,rule_based,2,,0,,2,,2,,3,,"[{""operation"": ""red_channel_compensation"", ""parameters"": {}, ""reason"": ""blue_green_color_cast"", ""severity"": 2, ""step"": 1, ""triggered_by"": [""blue_green_color_cast""]}, {""operation"": ""white_balance"", ""parameters"": {}, ""reason"": ""blue_green_color_cast"", ""severity"": 2, ""step"": 2, ""triggered_by"": [""blue_green_color_cast""]}, {""operation"": ""retinex"", ""parameters"": {}, ""reason"": ""possible_haze"", ""severity"": 3, ""step"": 3, ""triggered_by"": [""possible_haze""]}, {""operation"": ""clahe"", ""parameters"": {""clip_limit"": 2.5}, ""reason"": ""low_contrast, possible_haze"", ""severity"": 3, ""step"": 4, ""triggered_by"": [""low_contrast"", ""possible_haze""]}, {""operation"": ""mild_sharpening"", ""parameters"": {""amount"": 0.35}, ""reason"": ""blur, possible_detail_loss"", ""severity"": 2, ""step"": 5, ""triggered_by"": [""blur"", ""possible_detail_loss""]}]",,0.9457142857142857,"[""blue_green_color_cast"", ""blur"", ""low_contrast"", ""possible_detail_loss"", ""possible_haze""]","{""blue_green_color_cast"": 2, ""blur"": 2, ""low_contrast"": 2, ""possible_detail_loss"": 2, ""possible_haze"": 3}",,,,,,,,,,,,pending,,
diagnosis_0019,diagnosis,sample_0019,val,data/processed/uieb/raw/sample_0019.jpg,data/processed/uieb/raw/sample_0019.jpg,rule_based,2,,0,,2,,0,,1,,"[{""operation"": ""red_channel_compensation"", ""parameters"": {}, ""reason"": ""blue_green_color_cast"", ""severity"": 2, ""step"": 1, ""triggered_by"": [""blue_green_color_cast""]}, {""operation"": ""white_balance"", ""parameters"": {}, ""reason"": ""blue_green_color_cast"", ""severity"": 2, ""step"": 2, ""triggered_by"": [""blue_green_color_cast""]}, {""operation"": ""retinex"", ""parameters"": {}, ""reason"": ""possible_haze"", ""severity"": 1, ""step"": 3, ""triggered_by"": [""possible_haze""]}, {""operation"": ""clahe"", ""parameters"": {""clip_limit"": 2.0}, ""reason"": ""low_contrast, possible_haze"", ""severity"": 2, ""step"": 4, ""triggered_by"": [""low_contrast"", ""possible_haze""]}]",,0.8987179487179487,"[""blue_green_color_cast"", ""low_contrast"", ""possible_haze""]","{""blue_green_color_cast"": 2, ""low_contrast"": 2, ""possible_haze"": 1}",,,,,,,,,,,,pending,,
diagnosis_0020,diagnosis,sample_0020,train,data/processed/uieb/raw/sample_0020.jpg,data/processed/uieb/raw/sample_0020.jpg,rule_based,3,,0,,1,,0,,2,,"[{""operation"": ""red_channel_compensation"", ""parameters"": {}, ""reason"": ""blue_green_color_cast"", ""severity"": 3, ""step"": 1, ""triggered_by"": [""blue_green_color_cast""]}, {""operation"": ""white_balance"", ""parameters"": {}, ""reason"": ""blue_green_color_cast"", ""severity"": 3, ""step"": 2, ""triggered_by"": [""blue_green_color_cast""]}, {""operation"": ""retinex"", ""parameters"": {}, ""reason"": ""possible_haze"", ""severity"": 2, ""step"": 3, ""triggered_by"": [""possible_haze""]}, {""operation"": ""clahe"", ""parameters"": {""clip_limit"": 2.0}, ""reason"": ""low_contrast, possible_haze"", ""severity"": 2, ""step"": 4, ""triggered_by"": [""low_contrast"", ""possible_haze""]}]",,0.8884615384615385,"[""blue_green_color_cast"", ""low_contrast"", ""possible_haze""]","{""blue_green_color_cast"": 3, ""low_contrast"": 1, ""possible_haze"": 2}",,,,,,,,,,,,pending,,
diagnosis_0021,diagnosis,sample_0021,train,data/processed/uieb/raw/sample_0021.jpg,data/processed/uieb/raw/sample_0021.jpg,rule_based,3,,1,,0,,2,,3,,"[{""operation"": ""red_channel_compensation"", ""parameters"": {}, ""reason"": ""blue_green_color_cast"", ""severity"": 3, ""step"": 1, ""triggered_by"": [""blue_green_color_cast""]}, {""operation"": ""white_balance"", ""parameters"": {}, ""reason"": ""blue_green_color_cast"", ""severity"": 3, ""step"": 2, ""triggered_by"": [""blue_green_color_cast""]}, {""operation"": ""saturation_reduction"", ""parameters"": {""scale"": 0.7}, ""reason"": ""over_saturation"", ""severity"": 3, ""step"": 3, ""triggered_by"": [""over_saturation""]}, {""operation"": ""gamma_correction"", ""parameters"": {""gamma"": 0.85}, ""reason"": ""low_light"", ""severity"": 1, ""step"": 4, ""triggered_by"": [""low_light""]}, {""operation"": ""clahe"", ""parameters"": {""clip_limit"": 2.5}, ""reason"": ""possible_haze"", ""severity"": 3, ""step"": 5, ""triggered_by"": [""possible_haze""]}, {""operation"": ""mild_sharpening"", ""parameters"": {""amount"": 0.35}, ""reason"": ""blur, possible_detail_loss"", ""severity"": 2, ""step"": 6, ""triggered_by"": [""blur"", ""possible_detail_loss""]}]",,0.9330227743271221,"[""blue_green_color_cast"", ""blur"", ""low_light"", ""over_saturation"", ""possible_detail_loss"", ""possible_haze""]","{""blue_green_color_cast"": 3, ""blur"": 2, ""low_light"": 1, ""over_saturation"": 3, ""possible_detail_loss"": 2, ""possible_haze"": 3}",,,,,,,,,,,,pending,,
